Category,PermitNum,PermitClass,DateIssued,ProjectType,ResidentialType
Building & Trades Permits,B-21-1173,Commercial Building Permit,2021-05-27 18:56:00,Residential,Residential Single Family
Building & Trades Permits,B-21-380,Commercial Building Permit,2021-05-27 17:59:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1182,Commercial Building Permit,2021-05-27 14:58:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1180,Commercial Building Permit,2021-05-27 14:56:00,Residential,Residential Single Family
Building & Trades Permits,B-21-934,Commercial Building Permit,2021-05-27 12:14:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1197,Commercial Building Permit,2021-05-27 12:10:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1103,Commercial Building Permit,2021-05-27 11:56:00,Residential,Residential Single Family
Building & Trades Permits,B-20-2530,Commercial Building Permit,2021-05-27 11:30:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1210,Commercial Building Permit,2021-05-26 19:44:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1108,Commercial Building Permit,2021-05-26 16:04:00,Residential,Residential Single Family
Building & Trades Permits,B-21-878,Commercial Building Permit,2021-05-26 15:56:00,Residential,Residential Single Family
Building & Trades Permits,B-21-884,Commercial Building Permit,2021-05-26 15:56:00,Residential,Residential Single Family
Building & Trades Permits,B-21-881,Commercial Building Permit,2021-05-26 15:55:00,Residential,Residential Single Family
Building & Trades Permits,B-21-883,Commercial Building Permit,2021-05-26 15:55:00,Residential,Residential Single Family
Building & Trades Permits,B-21-880,Commercial Building Permit,2021-05-26 15:54:00,Residential,Residential Single Family
Building & Trades Permits,B-21-879,Commercial Building Permit,2021-05-26 15:54:00,Residential,Residential Single Family
Building & Trades Permits,B-21-863,Commercial Building Permit,2021-05-26 15:53:00,Residential,Residential Single Family
Building & Trades Permits,B-21-877,Commercial Building Permit,2021-05-26 15:53:00,Residential,Residential Single Family
Building & Trades Permits,B-21-885,Commercial Building Permit,2021-05-26 15:52:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1149,Commercial Building Permit,2021-05-26 11:53:00,Residential,Residential Single Family
Building & Trades Permits,B-21-887,Commercial Building Permit,2021-05-25 16:37:00,Residential,Residential Single Family
Building & Trades Permits,B-21-693,Commercial Building Permit,2021-05-25 15:37:00,Residential,Residential Single Family
Building & Trades Permits,B-21-694,Commercial Building Permit,2021-05-25 15:37:00,Residential,Residential Single Family
Building & Trades Permits,B-21-695,Commercial Building Permit,2021-05-25 15:37:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1131,Commercial Building Permit,2021-05-25 15:25:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1172,Commercial Building Permit,2021-05-25 15:21:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1174,Commercial Building Permit,2021-05-25 15:15:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1165,Commercial Building Permit,2021-05-25 15:03:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1155,Commercial Building Permit,2021-05-25 15:03:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1169,Commercial Building Permit,2021-05-25 13:29:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1159,Commercial Building Permit,2021-05-25 13:27:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1160,Commercial Building Permit,2021-05-25 13:26:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1097,Commercial Building Permit,2021-05-25 11:43:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1188,Commercial Building Permit,2021-05-24 18:54:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1150,Commercial Building Permit,2021-05-24 16:22:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1179,Commercial Building Permit,2021-05-24 16:21:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1151,Commercial Building Permit,2021-05-24 16:20:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1136,Commercial Building Permit,2021-05-24 12:28:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1132,Commercial Building Permit,2021-05-21 18:19:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1145,Commercial Building Permit,2021-05-21 17:57:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1139,Commercial Building Permit,2021-05-20 20:08:00,Residential,Residential Single Family
Building & Trades Permits,B-21-854,Commercial Building Permit,2021-05-20 19:50:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1138,Commercial Building Permit,2021-05-20 19:39:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1054,Commercial Building Permit,2021-05-20 18:49:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1093,Commercial Building Permit,2021-05-20 18:48:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1022,Commercial Building Permit,2021-05-20 14:34:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1102,Commercial Building Permit,2021-05-20 14:34:00,Residential,Residential Single Family
Building & Trades Permits,B-21-644,Commercial Building Permit,2021-05-20 12:25:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1130,Commercial Building Permit,2021-05-20 12:16:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1079,Commercial Building Permit,2021-05-19 21:21:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1143,Commercial Building Permit,2021-05-19 20:44:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1068,Commercial Building Permit,2021-05-19 16:50:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1078,Commercial Building Permit,2021-05-19 15:19:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1073,Commercial Building Permit,2021-05-19 15:06:00,Residential,Residential Two Family Town-homes
Building & Trades Permits,B-21-1089,Commercial Building Permit,2021-05-19 14:43:00,Residential,Residential Single Family
Building & Trades Permits,B-21-997,Commercial Building Permit,2021-05-19 13:56:00,Residential,Residential Single Family
Building & Trades Permits,B-21-601,Commercial Building Permit,2021-05-19 13:56:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1111,Commercial Building Permit,2021-05-19 13:41:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1063,Commercial Building Permit,2021-05-18 20:16:00,Residential,Residential Single Family
Building & Trades Permits,B-21-973,Commercial Building Permit,2021-05-18 19:34:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1084,Commercial Building Permit,2021-05-18 19:07:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1087,Commercial Building Permit,2021-05-18 18:59:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1101,Commercial Building Permit,2021-05-18 13:39:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1092,Commercial Building Permit,2021-05-18 13:24:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1085,Commercial Building Permit,2021-05-18 13:24:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1098,Commercial Building Permit,2021-05-17 19:39:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1023,Commercial Building Permit,2021-05-17 19:06:00,Residential,Residential Single Family
Building & Trades Permits,B-21-746,Commercial Building Permit,2021-05-17 18:53:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1070,Commercial Building Permit,2021-05-17 18:21:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1030,Commercial Building Permit,2021-05-17 16:49:00,Residential,Residential Single Family
Building & Trades Permits,B-20-4182,Commercial Building Permit,2021-05-17 15:18:00,Residential,Residential Single Family
Building & Trades Permits,B-21-923,Commercial Building Permit,2021-05-17 15:05:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1088,Commercial Building Permit,2021-05-17 13:27:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1009,Commercial Building Permit,2021-05-17 12:07:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1055,Commercial Building Permit,2021-05-14 16:58:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1048,Commercial Building Permit,2021-05-14 14:13:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1049,Commercial Building Permit,2021-05-14 14:12:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1067,Commercial Building Permit,2021-05-14 13:15:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1053,Commercial Building Permit,2021-05-14 12:45:00,Residential,Residential Single Family
Building & Trades Permits,B-21-405,Commercial Building Permit,2021-05-14 11:57:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1066,Commercial Building Permit,2021-05-13 16:48:00,Residential,Residential Single Family
Building & Trades Permits,B-21-982,Commercial Building Permit,2021-05-13 14:48:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1074,Commercial Building Permit,2021-05-13 13:44:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1052,Commercial Building Permit,2021-05-13 13:17:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1050,Commercial Building Permit,2021-05-13 13:16:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1059,Commercial Building Permit,2021-05-12 17:41:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1036,Commercial Building Permit,2021-05-12 17:38:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1026,Commercial Building Permit,2021-05-12 15:43:00,Residential,Residential Single Family
Building & Trades Permits,B-21-911,Commercial Building Permit,2021-05-12 13:07:00,Residential,Residential Single Family
Building & Trades Permits,B-21-861,Commercial Building Permit,2021-05-11 21:49:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1056,Commercial Building Permit,2021-05-11 21:08:00,Residential,Residential Single Family
Building & Trades Permits,B-21-925,Commercial Building Permit,2021-05-11 21:00:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1043,Commercial Building Permit,2021-05-11 20:53:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1034,Commercial Building Permit,2021-05-11 20:51:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-21-1062,Commercial Building Permit,2021-05-11 18:31:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1061,Commercial Building Permit,2021-05-11 16:12:00,Residential,Residential Single Family
Building & Trades Permits,B-21-616,Commercial Building Permit,2021-05-10 19:54:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1042,Commercial Building Permit,2021-05-10 17:29:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1045,Commercial Building Permit,2021-05-10 15:28:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1031,Commercial Building Permit,2021-05-10 15:18:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1013,Commercial Building Permit,2021-05-10 11:43:00,Residential,Residential Single Family
Building & Trades Permits,B-21-1016,Commercial Building Permit,2021-05-07 20:28:00,Residential,Residential Single Family Duplex
Building & Trades Permits,B-21-974,Commercial Building Permit,2021-05-07 19:23:00,Residential,Residential Single Family
Building & Trades Permits,B-21-972,Commercial Building Permit,2021-05-07 15:40:00,Residential,Residential Single Family
